Volume,Page,Sheet Type,Decade,Country,County,Subdivision,GitHub?,GitHub Location,Transcribed Location,Year count,Start Year,Summary,Readings,100s+999s,% Complete,First Reading,Last Reading,Totals count,Totals 100s+999s,Avg Total,CSV Issues,GitHub Tree,Has Station No. ?,Station No.,Station No. Sorter,Site Name,NGR,Latitude,Longitude,Elevation (ft),Stn no.,Observer,Comments
TYRain_1900-1909_03_pt1,156,Rainfall,1900s,England,Kent,Kent-stayed-Kent,N,-,Paddock Wood Moatlands,10,1900,[......#...],12,0,10.0,1906/01,1906/12,1,0,29.6,,-,,,,PADDOCK-WOOD-MOATLANDS,TQ 673432,51.164,0.391,,,,
TYRain_1900-1909_03_pt1,162,Rainfall,1900s,England,Kent,Kent-stayed-Kent,N,-,TONBRIDGE SOMERHILL ESTATE OFFICE,10,1900,[......##6.],30,0,25.0,1906/01,1908/06,2,0,26.3,,-,,,,TONBRIDGE-SOMERHILL-ESTATE-OFFICE,TQ 608451,51.183,0.299,,,,
TYRain_1900-1909_03_pt1,170,Rainfall,1900s,England,Kent,Kent-stayed-Kent,N,-,EDENBRIDGE BOONS PARK FOUR ELMS,10,1900,[......#...],12,0,10.0,1906/01,1906/12,1,0,27.6,,-,,,,EDENBRIDGE-BOONS-PARK-FOUR-ELMS,TQ 472498,51.228,0.107,,,,
TYRain_1900-1909_03_pt1,203,Rainfall,1900s,England,Kent,Kent-stayed-Kent,N,-,ROCHESTER BELUNCLE HOO,10,1900,[##........],24,0,20.0,1900/01,1901/12,2,0,19.0,,-,,,,ROCHESTER-BELUNCLE-HOO,TQ 799734,51.431,0.587,,,,
TYRain_1900-1909_03_pt1,205,Rainfall,1900s,England,Kent,Kent-stayed-Kent,N,-,SEVENOAKS DARTFORD ROAD DORSET HOUSE,10,1900,[......####],48,0,40.0,1906/01,1909/12,4,0,30.1,,-,,,,SEVENOAKS-DARTFORD-ROAD-DORSET-HOUSE,TQ 530546,51.270,0.192,,,,
TYRain_1900-1909_03_pt1,216,Rainfall,1900s,England,Kent,Kent-stayed-Kent,N,-,SEVENOAKS SEAL,10,1900,[.....8##..],31,2,25.8,1905/01,1907/12,3,0,28.3,,-,,,,SEAL,TQ 548561,51.283,0.218,,,,
TYRain_1900-1909_03_pt1,221,Rainfall,1900s,England,Kent,Kent-stayed-Kent,N,-,PETHAM BUCKHOLT FARM,10,1900,[.T.T##....],24,0,20.0,1904/01,1905/12,4,0,26.8,,-,,,,PETHAM-BUCKHOLT-FARM,TR 104501,51.211,1.011,,,,
TYRain_1900-1909_03_pt1,230,Rainfall,1900s,England,Kent,Kent-stayed-Kent,N,-,SANDWICH MAYFIELDS,10,1900,[........5#],17,0,14.2,1908/01,1909/12,1,0,28.8,,-,,,,SANDWICH-MAYFIELDS,TR 331581,51.274,1.341,,,,
TYRain_1900-1909_03_pt1,233,Rainfall,1900s,England,Kent,Kent-stayed-Kent,N,-,ICKHAM,10,1900,[....#.....],12,0,10.0,1904/01,1904/12,1,0,25.3,,-,,,,ICKHAM,TR 222580,51.278,1.185,,,,
TYRain_1900-1909_03_pt1,237,Rainfall,1900s,England,Kent,Kent-stayed-Kent,N,-,CANTERBURY STURRY ROAD,10,1900,[..........] ??,0,0,0.0,,,0,0,,Not empty,-,,,,CANTERBURY-STURRY-ROAD,TR 160597,51.295,1.097,,,,incorrect duplicate of part of IRRIGATION WORKS
TYRain_1900-1909_03_pt1,243,Rainfall,1900s,England,Kent,Kent-stayed-Kent,N,-,Ramsgate Thysa Villas,10,1900,[2###......],38,0,31.7,1900/11,1903/12,3,0,21.2,,-,,,,RAMSGATE-THYSA-VILLAS,TR 382649,51.333,1.418,,,,
TYRain_1900-1909_03_pt1,254,Rainfall,1900s,England,Kent,Kent-stayed-Kent,N,-,MARGATE GROSVENOR PLACE,10,1900,[.##6......],30,0,25.0,1901/01,1903/06,2,0,15.5,,-,,,,MARGATE-GROSVENOR-PLACE,TR 354703,51.383,1.382,,,Brine,
TYRain_1900-1909_03_pt1,265,Rainfall,1900s,England,Kent,Kent-stayed-Kent,N,-,SITTINGBOURNE NEWINGTON VICARAGE,10,1900,[.........#],12,0,10.0,1909/01,1909/12,1,0,28.3,,-,,,,SITTINGBOURNE-NEWINGTON-VICARAGE,TQ 860651,51.355,0.670,,,,
TYRain_1900-1909_03_pt1,270,Rainfall,1900s,England,Kent,Kent-stayed-Kent,N,-,Herne Bay Malvern Villa,10,1900,[.....6#...],16,0,13.3,1905/07,1906/10,0,0,,,-,,,,HERNE-BAY-MALVERN-VILLA,TR 175682,51.371,1.124,,,,
TYRain_1900-1909_03_pt1,271,Rainfall,1900s,England,Kent,Kent-stayed-Kent,N,-,HERNE BAY,10,1900,[.........1],1,0,0.8,1909/03,1909/03,0,0,,,-,,,,HERNE-BAY,,,,,,Daily Telegraph,
TYRain_1900-1909_04_pt1,26,Rainfall,1900s,England,Sussex,-,N,-,Slinfold Dedisham,10,1900,[#3........],15,0,12.5,1900/01,1901/03,1,0,25.7,,-,,,,SLINFOLD-DEDISHAM,TQ 113327,51.083,-0.412,,,,
TYRain_1900-1909_04_pt1,47,Rainfall,1900s,England,Sussex,-,N,-,SELHAM RECTORY,10,1900,[.........#],12,0,10.0,1909/01,1909/12,1,0,36.8,,-,,,,SELHAM-RECTORY,SU 933207,50.978,-0.672,,,,
TYRain_1900-1909_04_pt1,49,Rainfall,1900s,England,Sussex,-,N,-,MIDHURST OAKHURST,10,1900,[......####],48,0,40.0,1906/01,1909/12,4,0,34.1,,-,,,,MIDHURST-OAKHURST,SU 878215,50.986,-0.750,,,,
TYRain_1900-1909_04_pt1,62,Rainfall,1900s,England,Sussex,-,N,-,Arundel Burpham,10,1900,[TTTT......],0,0,0.0,,,4,0,28.5,,-,,,,ARUNDEL-BURPHAM,TQ 039089,50.870,-0.525,,,,
TYRain_1900-1909_04_pt1,71,Rainfall,1900s,England,Sussex,-,N,-,WORTHING NEW PARADE,10,1900,[......#9..],21,0,17.5,1906/01,1907/12,1,0,25.9,,-,,,,WORTHING-NEW-PARADE,TQ 156026,50.811,-0.361,25,,Horner,
TYRain_1900-1909_04_pt1,78,Rainfall,1900s,England,Sussex,-,N,-,BRIGHTON ROEDEAN SCHOOL,10,1900,[.....###..],33,1,27.5,1905/01,1907/12,2,0,18.6,,-,,,,BRIGHTON-ROEDEAN-SCHOOL,TQ 351031,50.812,-0.084,22,,Stanford,
TYRain_1900-1909_04_pt1,84,Rainfall,1900s,England,Sussex,-,N,-,Preston 45 Preston DROVE,10,1900,[.......3##],27,0,22.5,1907/10,1909/12,2,0,26.9,,-,,,,BRIGHTON-PRESTON-PRESTON-DROVE,TQ 305065,50.843,-0.148,142,,Philips,
TYRain_1900-1909_04_pt1,96,Rainfall,1900s,England,Sussex,-,N,-,HURSTPIERPOINT HIGHFIELD,10,1900,[.....2#...],14,0,11.7,1905/11,1906/12,1,0,33.3,,-,,,,HURSTPIERPOINT-HIGHFIELD,TQ 284165,50.934,-0.174,,,,
TYRain_1900-1909_04_pt1,101,Rainfall,1900s,England,Sussex,-,N,-,HAYWARDS HEATH WIVELSFIELD BRAYDELL LODGE,10,1900,[.8##......],31,0,25.8,1901/05,1903/11,1,0,23.4,,-,,,,WIVELSFIELD-BRAYDELL-LODGE,TQ 338219,50.981,-0.095,130,,Jardine,
TYRain_1900-1909_04_pt1,111,Rainfall,1900s,England,Sussex,-,N,-,BALCOMBE,10,1900,[........#8],20,0,16.7,1908/01,1909/08,1,0,31.3,,-,,,,BALCOMBE,TQ 338300,51.054,-0.092,400,,Pennethorne,
TYRain_1900-1909_04_pt1,126,Rainfall,1900s,England,Sussex,-,N,-,LINDFIELD MASSETTS PLACE,10,1900,[.....###..],36,0,30.0,1905/01,1907/12,3,0,28.0,,-,,,,LINDFIELD-MASSETTS-PLACE,TQ 3876023590,50.995,-0.024,,,,
TYRain_1900-1909_04_pt1,148,Rainfall,1900s,England,Sussex,-,N,-,EASTBOURNE TREVELLA,10,1900,[....#.....],12,0,10.0,1904/01,1904/12,1,0,28.0,,-,,,,EASTBOURNE-TREVELLA,TV 603993,50.771,0.272,,,,
TYRain_1900-1909_04_pt1,194,Rainfall,1900s,England,Sussex,-,N,-,Bodiam Station Ewhurst Rectory,10,1900,[.###1.....],37,0,30.8,1901/01,1904/01,3,0,26.8,,-,,,,BODIAM-STATION-EWHURST-RECTORY,TQ 7935424402,50.991,0.554,135,,Marshall,
TYRain_1900-1909_04_pt1,198,Rainfall,1900s,England,Sussex,-,N,-,Battle North Lodge,10,1900,[........##],24,0,20.0,1908/01,1909/12,2,0,31.8,,-,,,,BATTLE-NORTH-LODGE,TQ 7343915947,50.917,0.466,,,,
TYRain_1900-1909_04_pt1,217,Rainfall,1900s,England,Sussex,-,N,-,BOARSHEAD RENBY GRANGE,10,1900,[.5####5...],58,0,48.3,1901/08,1906/05,4,0,32.0,,-,,,,BOARSHEAD-RENBY-GRANGE,TQ 5335933249,51.078,0.188,,,,
TYRain_1900-1909_04_pt1,219,Rainfall,1900s,England,Sussex,-,N,-,WADHURST KIRKSTONE,10,1900,[#...##....],36,0,30.0,1900/01,1905/12,3,0,30.9,,-,,,,WADHURST-KIRKSTONE,TQ 629319,51.063,0.323,,,,
TYRain_1900-1909_04_pt1,224,Rainfall,1900s,England,Sussex,-,N,-,CROWBOROUGH BEECHCROFT,10,1900,[...###....],36,0,30.0,1903/01,1905/12,3,0,37.2,,-,,,,CROWBOROUGH-BEECHCROFT,TQ 515306,51.055,0.160,750,,de-Zoete,
TYRain_1900-1909_04_pt1,229,Rainfall,1900s,England,Sussex,-,N,-,CRAWLEY,10,1900,[.###......],36,0,30.0,1901/01,1903/12,3,0,30.1,,-,,,,CRAWLEY,TQ 265355,51.105,-0.194,,,,
TYRain_1900-1909_05_pt1,2,Rainfall,1900s,England,Hampshire,-,N,-,WINCHESTER WYKE,10,1900,[....####..],48,0,40.0,1904/01,1907/12,4,0,30.8,,-,,,,WINCHESTER-WYKE,SU 469302,51.069,-1.332,282,,Miss Deedes,
TYRain_1900-1909_05_pt1,6,Rainfall,1900s,England,Hampshire,-,N,-,BROUGHTON BOYS SCHOOL,10,1900,[......####],46,0,38.3,1906/01,1909/10,3,0,28.1,,-,,,,BROUGHTON-BOYS-SCHOOL,SU 309328,51.094,-1.560,130,,W C Upshall Met Soc,Ends 1909
TYRain_1900-1909_05_pt1,12,Rainfall,1900s,England,Hampshire,-,N,-,SELBORNE CONEYCROFT,10,1900,[......#..1],13,0,10.8,1906/01,1909/11,1,0,33.5,,-,,,,SELBORNE-CONEYCROFT,SU 735339,51.100,-0.952,,,,
TYRain_1900-1909_05_pt1,14,Rainfall,1900s,England,Hampshire,-,N,-,HARTLEY MAUDIT RECTORY,10,1900,[##7.......],31,0,25.8,1900/01,1902/07,2,0,26.3,,-,,,,HARTLEY-MAUDIT-RECTORY,SU 742365,51.123,-0.941,,,,
TYRain_1900-1909_05_pt1,24,Rainfall,1900s,England,Hampshire,-,N,-,ALTON MANOR HOUSE GARDENS,10,1900,[.......TTT],0,0,0.0,,,3,0,33.3,,-,,,,ALTON-MANOR-HOUSE-GARDENS,SU 735409,51.163,-0.950,,,Hampshire Chronicle,
TYRain_1900-1909_05_pt1,25,Rainfall,1900s,England,Hampshire,-,N,-,ALTON HOLYBOURNE,10,1900,[...#####..],60,0,50.0,1903/01,1907/12,5,0,32.5,,-,,,,ALTON-HOLYBOURNE,SU 735409,51.163,-0.950,390,,Rear Admiral Bigg,Hollybourne Lawn
TYRain_1900-1909_05_pt1,30,Rainfall,1900s,England,Hampshire,-,N,-,LONGPARISH MIDDLETON HOUSE,10,1900,[........#3],15,0,12.5,1908/01,1909/03,1,0,25.4,,-,,,,LONGPARISH-MIDDLETON-HOUSE,SU 422440,51.194,-1.397,,,,
TYRain_1900-1909_05_pt1,42,Rainfall,1900s,England,Hampshire,-,N,-,BASING FARM SCHOOL,10,1900,[........#.],12,0,10.0,1908/01,1908/12,0,0,,,-,,,,BASING-FARM-SCHOOL,SU 670528,51.270,-1.041,,,,
TYRain_1900-1909_05_pt1,44,Rainfall,1900s,England,Hampshire,-,N,-,WINCHFIELD SHELDONS,10,1900,[#8........],20,0,16.7,1900/01,1901/08,1,0,25.6,,-,,,,WINCHFIELD-SHELDONS,,,,,,,
TYRain_1900-1909_05_pt1,46,Rainfall,1900s,England,Hampshire,-,N,-,FLEET,10,1900,[.........#],12,0,10.0,1909/01,1909/12,1,0,30.4,,-,,,,FLEET,SU 8054,51.28,-0.85,,,Fleet News,No 1910 There is no info to locate this record
TYRain_1900-1909_05_pt1,58,Rainfall,1900s,England,Hampshire,-,N,-,EVERSLEY RECTORY,10,1900,[......#.#.],24,0,20.0,1906/01,1908/12,2,0,24.6,,-,,,,EVERSLEY-RECTORY,SU 779609,51.342,-0.883,,,,
TYRain_1900-1909_05_pt1,60,Rainfall,1900s,England,Hampshire,-,N,-,LYNDHURST CADENHAM GRANGE,10,1900,[.....2##..],26,0,21.7,1905/11,1907/12,2,0,34.9,,-,,,,LYNDHURST-CADENHAM-GRANGE,SU 288138,50.923,-1.592,,,,
TYRain_1900-1909_05_pt1,70,Rainfall,1900s,England,Hampshire,-,N,-,Botley Fairfield Curdridge,10,1900,[####......],48,0,40.0,1900/01,1903/12,4,0,31.9,,-,,,,BOTLEY-FAIRFIELD-CURDRIDGE,SU 533138,50.921,-1.243,100,,Rev J B Wheeler,Starts 1900
TYRain_1900-1909_05_pt1,84,Rainfall,1900s,England,Hampshire,-,N,-,ROMSEY EMBLEY PARK GARDENS,10,1900,[......TTTT],0,0,0.0,,,4,0,27.2,,-,,,,ROMSEY-EMBLEY-PARK-GARDENS,,,,,,,
TYRain_1900-1909_05_pt1,103,Rainfall,1900s,England,Hampshire,-,N,-,PETERSFIELD NURSTED HOUSE,10,1900,[.........#],12,0,10.0,1909/01,1909/12,1,0,38.5,,-,,,,PETERSFIELD-NURSTED-HOUSE,SU 749213,50.986,-0.934,,,,
TYRain_1900-1909_05_pt1,112,Rainfall,1900s,England,Sussex,-,N,-,PETERSFIELD HARTING,10,1900,[.........3],3,0,2.5,1909/09,1909/11,0,0,,,-,,,,PETERSFIELD-WEST-HARTING-EXTRA-SHEET,SU 786196,50.970,-0.882,,,,No 1910
TYRain_1900-1909_05_pt1,113,Rainfall,1900s,England,Hampshire,-,N,-,PETERSFIELD PEAK FARM,10,1900,[........9.],9,0,7.5,1908/01,1908/09,0,0,,,-,,,,PETERSFIELD-PEAK-FARM,SU 666254,51.024,-1.052,,,,
TYRain_1900-1909_05_pt1,116,Rainfall,1900s,England,Hampshire,-,N,-,PETERSFIELD LANGRISH,10,1900,[.........#],12,0,10.0,1909/01,1909/12,1,0,42.9,,-,,,,PETERSFIELD-LANGRISH,SU 709239,51.010,-0.991,400,,Col Alfred Bilby,No 1910
TYRain_1900-1909_05_pt1,118,Rainfall,1900s,England,Hampshire,-,N,-,WEST MEON EAST END,10,1900,[.........#],12,0,10.0,1909/01,1909/12,1,0,40.2,,-,,,,WEST-MEON-EAST-END,,,,,,,
TYRain_1900-1909_05_pt1,122,Rainfall,1900s,England,Hampshire,-,N,-,PETERSFIELD STOCKS FARM,10,1900,[........3#],15,0,12.5,1908/10,1909/12,1,0,30.8,,-,,,,PETERSFIELD-STOCKS-FARM,SU 666267,51.036,-1.052,450,,Col Le Roy Lewes,privett stocks farm No 1910 / privett ch 1 m NE
TYRain_1900-1909_05_pt1,136,Rainfall,1900s,England,Isle of Wight,-,N,-,VENTNOR ST BONIFACE ROAD,10,1900,[...6#5#9..],44,0,36.7,1903/07,1907/09,1,1,33.6,,-,,,,VENTNOR-ST-BONIFACE-ROAD,,,,,,Muckleton Allen,
TYRain_1900-1909_05_pt1,139,Rainfall,1900s,England,Isle of Wight,-,N,-,CHALE PYLE,10,1900,[......3#2.],17,0,14.2,1906/10,1908/02,1,0,20.6,,-,,,,CHALE-PYLE,SZ 475790,50.609,-1.330,,,H Way,
TYRain_1900-1909_05_pt1,152,Rainfall,1900s,England,Isle of Wight,-,N,-,RYDE THORNTON,10,1900,[.......#..],12,0,10.0,1907/01,1907/12,1,0,24.7,,-,,,,RYDE-THORNTON,SZ 609917,50.722,-1.139,,,Harrison,
TYRain_1900-1909_05_pt1,158,Rainfall,1900s,England,Isle of Wight,-,N,-,OSBORNE (ONLY ONE MONTH),10,1900,[.........1],1,0,0.8,1909/10,1909/10,0,0,,,-,,,,ISLE-OF-WIGHT-OSBORNE,SZ 515947,50.750,-1.271,,,,
TYRain_1900-1909_05_pt1,175,Rainfall,1900s,England,Hampshire,-,N,-,BOURNEMOUTH BODORGAN HOUSE,10,1900,[.......###],36,0,30.0,1907/01,1909/12,3,0,29.6,,-,,,,BOURNEMOUTH-BODORGAN-HOUSE,SZ 086916,50.724,-1.880,151,,Judge Philick,D 1910
TYRain_1900-1909_05_pt1,180,Rainfall,1900s,England,Hampshire,-,N,-,CHRISTCHURCH (UNKNOWN),10,1900,[..........] ??,0,0,0.0,,,0,0,,Not empty,-,,,,CHRISTCHURCH-THE-WHITE-HOUSE,SZ 141939,50.745,-1.802,,,A H Searle,Grove Lane - Oct 1909 only
TYRain_1900-1909_05_pt1,185,Rainfall,1900s,England,Hampshire,-,N,-,LYMINGTON UNKNOWN,10,1900,[......####],48,0,40.0,1906/01,1909/12,4,0,30.7,,-,,,,LYMINGTON-HIGH-ST,SZ 3227595500,50.758,-1.544,,,F Hill Parr?,73 high st?
TYRain_1900-1909_05_pt1,194,Rainfall,1900s,England,Hampshire,-,N,-,CATISFIELD,10,1900,[###.......],36,0,30.0,1900/01,1902/12,3,0,26.6,,-,,,,CATISFIELD,,,,,,,
TYRain_1900-1909_05_pt1,207,Rainfall,1900s,England,Hampshire,-,N,-,NORTH HAVANT OAKLANDS,10,1900,[.......#..],12,0,10.0,1907/01,1907/12,1,0,31.8,,-,,,,NORTH-HAVANT-OAKLANDS,SU 728101,50.886,-0.966,,,,
TYRain_1900-1909_05_pt1,213,Rainfall,1900s,England,Hampshire,-,N,-,SOUTHAMPTON BITTERNE PARK,10,1900,[.........#],12,0,10.0,1909/01,1909/12,1,0,37.5,,-,,,,SOUTHAMPTON-BITTERNE-PARK-1909,SU 441138,50.922,-1.374,52,,H Satchell,
TYRain_1900-1909_06_pt1,7,Rainfall,1900s,England,Berkshire,-,N,-,WOKINGHAM STAVERTON,10,1900,[.#########],108,0,90.0,1901/01,1909/12,9,0,25.4,,-,,,,WOKINGHAM-STAVERTON,,,,,,,
TYRain_1900-1909_06_pt1,11,Rainfall,1900s,England,Berkshire,-,N,-,Reading Maiden Eilegh,10,1900,[8.........],8,0,6.7,1900/01,1900/08,0,0,,,-,,,,READING-MAIDEN-ERLEGH,SU 747713,51.436,-0.927,200,,,NGR is Maiden Erlegh. Altitudes match.
TYRain_1900-1909_06_pt1,20,Rainfall,1900s,England,Berkshire,-,N,-,Maidenhead Isis Cottage,10,1900,[.########.],95,0,79.2,1901/01,1908/11,7,0,25.7,,-,,,,MAIDENHEAD-ISIS-COTTAGE,SU 898816,51.526,-0.707,80,,,NGR is the location of Isis Cottage. Lower stated altitude matches.
TYRain_1900-1909_06_pt1,22,Rainfall,1900s,England,Berkshire,-,N,-,Streatley,10,1900,[.........4],4,0,3.3,1909/09,1909/12,0,0,,,-,,,,STREATLEY,SU 590807,51.522,-1.151,200,,,NGR is in Streatley based on the relationship to the station. Altitude is from OS Mao. NGR could be +/- 250m N or S
TYRain_1900-1909_06_pt1,30,Rainfall,1900s,England,Berkshire,-,N,-,NEWBURY GREENHAM LODGE,10,1900,[.###......] Dup,36,0,30.0,1901/01,1903/12,3,0,31.0,Duplication,-,,,,NEWBURY-GREENHAM-LODGE,SU 490656,51.387,-1.297,300,,,"NGR is Greenham Lodge. Stated altitude is 50 ft. too low or gauge is 150m N. 1920 record is same observer, but might not be same location"
TYRain_1900-1909_06_pt1,36,Rainfall,1900s,England,Berkshire,-,N,-,NEWBURY WOODSPEEN,10,1900,[.......###],35,0,29.2,1907/01,1909/12,2,0,28.8,,-,,,,NEWBURY-WOODSPEEN,SU 444692,51.420,-1.363,300,,,"NGR is the village of Woodspeen with the stated relationship to the station. Stated NGR is 75 ft too low and does not occur in the local area, OS figure used"
TYRain_1900-1909_06_pt1,58,Rainfall,1900s,England,Berkshire,-,N,-,ASTON UPTHORPE,10,1900,[.........#],12,0,10.0,1909/01,1909/12,1,0,26.2,,-,,,,ASTON-UPTHORPE,SU 552861,51.571,-1.205,202,,,NGR is Thorpe Farm. Altitudes match.
TYRain_1900-1909_06_pt1,61,Rainfall,1900s,England,Berkshire,-,N,-,Wantage Ardington,10,1900,[..#####4..],64,0,53.3,1902/01,1907/04,5,0,27.6,,-,,,,WANTAGE-ARDINGTON,SU 430884,51.593,-1.381,292,,,NGR is based on the relationship to the church. Stated altitude 20 ft too low; possible misreading of contours?
TYRain_1900-1909_06_pt1,62,Rainfall,1900s,England,Berkshire,-,N,-,WANTAGE ST KATHERINE'S SCHOOL,10,1900,[.........#],12,0,10.0,1909/01,1909/12,1,0,26.8,,-,,,,WANTAGE-ST-KATHERINES-SCHOOL,SU 402878,51.588,-1.421,300,,,NGR is St Katherines School. Altitudes match
TYRain_1900-1909_06_pt1,64,Rainfall,1900s,England,Berkshire,-,N,-,WOOLSTONE MILL HOUSE,10,1900,[.........2],2,0,1.7,1909/10,1909/11,0,0,,,-,,,,WOOLSTONE-MILL-HOUSE,SU 294881,51.591,-1.577,300,,,NGR is Woolstone Mill. Altitudes match
TYRain_1900-1909_06_pt1,68,Rainfall,1900s,England,Berkshire,-,N,-,WALLINGFORD BRIGHTWELL,10,1900,[....######],72,0,60.0,1904/01,1909/12,6,0,23.9,,-,,,,WALLINGFORD-BRIGHTWELL,SU 589904,51.609,-1.151,164,,,NGR is based on the relationship to the church and station and near a Benchmark with the stated altitude
TYRain_1900-1909_06_pt1,73,Rainfall,1900s,England,Berkshire,-,N,-,FARINGDON COXWELL LODGE,10,1900,[..#.......],12,0,10.0,1902/01,1902/12,1,0,19.3,,-,,,,FARINGDON-COXWELL-LODGE,SU 285943,51.647,-1.589,400,,,NGR is Coxwell Lodge. Altitudes match
TYRain_1900-1909_06_pt1,82,Rainfall,1900s,England,Berkshire,-,N,-,ABINGDON DRAYCOTT MOOR,10,1900,[.###......],34,0,28.3,1901/01,1903/10,2,0,19.9,,-,,,,ABINGDON-DRAYCOTT-MOOR,SU 399994,51.692,-1.424,296,,,"NGR is Breycott Farm on Draycott Moor. Stated altitude is 15 to 20 ft too high. Gauge moved in Dec 1902 to Buckland, 4 miles West"
TYRain_1900-1909_06_pt1,84,Rainfall,1900s,England,Middlesex,Middlesex-stayed-Middlesex,N,-,LALEHAM,10,1900,[....######],72,0,60.0,1904/01,1909/12,6,0,22.2,,-,,,,LALEHAM,TQ 052682,51.403,-0.489,50,,,NGR is Laleham House. Altitudes match
TYRain_1900-1909_06_pt1,89,Rainfall,1900s,England,Middlesex,Middlesex-stayed-Middlesex,N,-,HAMPTON WICK PARK HOUSE,10,1900,[.........2],2,0,1.7,1909/11,1909/12,0,0,,,-,,,,HAMPTON-WICK-PARK-HOUSE,TQ 173696,51.413,-0.315,28,,,NGR is Park House. Altitudes match.
TYRain_1900-1909_06_pt1,108,Rainfall,1900s,England,Middlesex,Middlesex-stayed-Middlesex,N,-,HAYES SEWAGE WORKS,10,1900,[........##],22,0,18.3,1908/03,1909/12,1,0,24.5,,-,,,,HAYES-COUNCIL-OFFICES,TQ 094814,51.521,-0.425,135,,,NGR is the UDC offices in Hayes. Altitudes match. The 1900s record has Sewage works in the name but has council offices from 1909.
TYRain_1900-1909_06_pt1,110,Rainfall,1900s,England,Middlesex,Middlesex-stayed-Middlesex,N,-,EALING WOODVILLE GARDENS HANGER HILL,10,1900,[.........#],12,0,10.0,1909/01,1909/12,1,0,25.8,,-,,,,EALING-WOODVILLE-GARDENS-HANGER-HILL,TQ 181812,51.517,-0.299,130,,,NGR is on Woodville Gardens with stated relationship to church and station. Altitudes match
TYRain_1900-1909_06_pt1,111,Rainfall,1900s,England,Middlesex,Middlesex-stayed-Middlesex,N,-,HILLINGDON THE TOWERS,10,1900,[...####...],48,0,40.0,1903/01,1906/12,4,0,26.5,,-,,,,HILLINGDON-THE-TOWERS,TQ 080825,51.531,-0.444,180,,,NGR is Hillingdon Towers. Altitudes match
TYRain_1900-1909_06_pt1,113,Rainfall,1900s,England,Middlesex,Middlesex-stayed-Middlesex,N,-,WILLESDEN FRONTENAC DONNINGTON ROAD,10,1900,[......8###],44,0,36.7,1906/02,1909/12,3,0,23.6,,-,,,,WILLESDEN-DONNINGTON-ROAD,TQ 226840,51.542,-0.234,184,,,NGR is Frontenac. Altitudes match.
TYRain_1900-1909_06_pt1,117,Rainfall,1900s,England,Middlesex,Middlesex-stayed-Middlesex,N,-,STAMFORD HILL,10,1900,[##7.......],31,0,25.8,1900/01,1902/07,2,0,22.7,,-,,,,STAMFORD-HILL,,,,,,,Cannot locate record in Stamford Hill. The observer is Engineer to Water Board. Stated altitude appears high for the area and no other information to locate record.
TYRain_1900-1909_06_pt1,126,Rainfall,1900s,England,Middlesex,Middlesex-stayed-Middlesex,N,-,PINNER MOSS COTTAGE,10,1900,[.#####....],60,0,50.0,1901/01,1905/12,5,0,23.9,,-,,,,PINNER-MOSS-COTTAGE,TQ 122905,51.602,-0.381,209,,,NGR is Moss Cottage. Altitudes match.
TYRain_1900-1909_06_pt1,135,Rainfall,1900s,England,Middlesex,Middlesex-stayed-Middlesex,N,-,NORTHWOOD THE GRANGE,10,1900,[.....#####],60,0,50.0,1905/01,1909/12,5,0,25.4,,-,,,,NORTHWOOD-THE-GRANGE,TQ 085915,51.612,-0.434,220,,,NGR is The Grange. Altitudes match.
TYRain_1900-1909_06_pt1,139,Rainfall,1900s,England,Middlesex,Middlesex-stayed-Middlesex,N,-,MILL HILL TENNYSON ROAD,10,1900,[......1###],37,0,30.8,1906/12,1909/12,3,0,25.8,,-,,,,MILL-HILL-TENNYSON-ROAD,TQ 220924,51.617,-0.239,250,,,NGR is on Tennyson Road. Altitudes match. NGR could be +/- 100m
TYRain_1900-1909_06_pt1,142,Rainfall,1900s,England,Middlesex,Middlesex-stayed-Middlesex,N,-,MILL HILL SUNNYSIDE,10,1900,[.........#],12,0,10.0,1909/01,1909/12,1,0,26.4,,-,,,,MILL-HILL-SUNNYSIDE,TQ 223928,51.621,-0.235,390,,,NGR is Sunnyside. Altitudes match
TYRain_1900-1909_06_pt1,145,Rainfall,1900s,England,Middlesex,Middlesex-stayed-Middlesex,N,-,SOUTH TOTTENHAM ST IGNATIUS COLLEGE,10,1900,[........8.],8,0,6.7,1908/04,1908/11,0,0,,,-,,,,SOUTH-TOTTENHAM-ST-IGNATIUS-COLLEGE,TQ 335881,51.576,-0.075,65,,,NGR is St Ignatius College. Altitudes match
TYRain_1900-1909_06_pt1,149,Rainfall,1900s,England,Middlesex,Middlesex-stayed-Middlesex,N,-,MUSWELL HILL HILLFIELD PARK,10,1900,[........##],24,0,20.0,1908/01,1909/12,2,0,24.7,,-,,,,MUSWELL-HILL-HILLFIELD-PARK,TQ 287894,51.589,-0.144,297,,,NGR is on Hillfield Park at the stated ground level. Note record states height above ground was 30 ft for all but 1912
TYRain_1900-1909_06_pt1,163,Rainfall,1900s,England,Middlesex,Middlesex-stayed-Middlesex,N,-,Enfield Glebe Avenue,10,1900,[........2.],2,0,1.7,1908/11,1908/12,0,0,,,-,,,,ENFIELD-GLEBE-AVENUE,TQ 317968,51.655,-0.098,220,,,NGR is mid point of Glebe Avenue. Altitude from OS map
