GitHub Folder,Country,County,Has Concat?,Concat count,Sheet count,Start year,End year,GitHub Timestamp
DARTMOOR-CRAMBER-TOR,England,Devon,N,0,4,1890,1930,2020-07-31 00:39:46 +0100
DARTMOOR-DEANCOMBE-FARM,England,Devon,Y,1,7,1890,1960,2020-07-08 14:36:05 +0100
DARTMOOR-DEVILS-TOR,England,Devon,N,0,6,1900,1950,2020-07-31 00:39:46 +0100
DARTMOOR-DOUBLE-WATERS,England,Devon,N,0,4,1920,1960,2020-07-31 00:39:46 +0100
DARTMOOR-FOX-TOR,England,Devon,N,0,4,1920,1960,2020-07-31 00:39:46 +0100
DARTMOOR-HESSARY-TOR,England,Devon,N,0,13,1860,1960,2020-07-29 15:00:52 +0100
DARTMOOR-LEATHER-TOR-FARM,England,Devon,Y,1,7,1890,1960,2020-07-09 21:03:41 +0100
DARTMOOR-LEE-MOOR,England,Devon,Y,1,10,1860,1960,2020-07-08 14:36:05 +0100
DARTMOOR-LEEDEN-TOR,England,Devon,N,0,4,1890,1930,2020-07-31 00:39:46 +0100
DARTMOOR-LOWERY,England,Devon,Y,1,9,1870,1960,2020-07-08 14:36:05 +0100
DARTMOOR-PRINCETOWN-PRISON,England,Devon,Y,5,13,1850,1960,2020-10-03 18:14:30 +0100
DARTMOOR-SIWARDS-CROSS,England,Devon,N,0,8,1890,1960,2020-07-21 18:34:35 +0100
DARTMOOR-WHITE-TOR,England,Devon,N,0,6,1900,1950,2020-07-31 00:39:46 +0100
DARTREY-COOTEHILL,Ireland/Republic of Ireland,Monaghan,N,0,4,1890,1930,2020-09-11 16:47:55 +0100
DARWEN-BOLD-VENTURE-PARK,England,Lancashire,N,0,6,1900,1960,2020-07-16 22:55:21 +0100
DARWEN-DAISY-GREEN,England,Lancashire,N,0,13,1870,1960,2020-08-10 16:43:06 +0100
DARWEN-EARNSDALE-RES,England,Lancashire,N,0,8,1880,1960,2020-09-24 18:32:11 +0100
DARWEN-HODDLESDEN,England,Lancashire,N,0,12,1880,1960,2020-07-08 14:36:05 +0100
DARWEN-PICKUP,England,Lancashire,N,0,12,1860,1940,2020-07-08 14:36:05 +0100
DARWEN-SUNNYHURST-HEY-RES,England,Lancashire,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
DATCHET-RIDING-COURT,England,Buckinghamshire,Y,1,2,1870,1889,2020-12-13 23:08:23 +0000
DAVENTRY-FAWSLEY,England,Northamptonshire,Y,1,4,1880,1919,2020-11-16 23:16:55 +0000
DAVENTRY-TUNNEL-END,England,Northamptonshire,Y,1,7,1900,1960,2020-11-16 23:16:55 +0000
DAVIDSONS-MAINS-BROOMFIELD,Scotland,Midlothian (Edinburgh),Y,1,5,1890,1940,2021-01-12 20:43:39 +0000
DAWLISH-CHARLTON-VILLA,England,Devon,N,0,2,1850,1869,2020-09-11 16:47:55 +0100
DAWLISH-LUSCOMBE,England,Devon,Y,1,7,1890,1960,2020-07-08 14:36:05 +0100
DAWLISH-THE-LAWN,England,Devon,N,0,6,1900,1960,2020-07-23 16:42:10 +0100
DAYBROOK-RAMSDALE-HILL-RES,England,Nottinghamshire,N,0,6,1900,1960,2020-07-23 16:42:10 +0100
DAYBROOK-RED-HILL-RES,England,Nottinghamshire,N,0,5,1910,1960,2020-10-29 09:23:05 +0000
DEADWATER,England,Northumberland,Y,1,2,1860,1879,2021-01-12 20:43:39 +0000
DEAL-WW,England,Kent-stayed-Kent,Y,2,10,1890,1960,2020-07-08 14:36:05 +0100
DEDHAM-LOWER-PARK,England,Essex,Y,1,3,1860,1889,2020-08-09 14:15:40 +0100
DEEPING-ST-NICHOLAS,England,Lincolnshire,Y,1,4,1920,1960,2020-11-16 23:16:55 +0000
DEGANWY-Y-BERLFA,Wales,Caernarfonshire,N,0,6,1900,1960,2020-10-08 13:01:46 +0100
DENBIGH-GARN,Wales,Denbighshire,Y,1,7,1880,1950,2020-07-08 14:36:05 +0100
DENBIGH-MENTAL-HOSPITAL,Wales,Denbighshire,N,0,10,1900,1960,2020-10-06 11:38:31 +0100
DENHOLM-SPITAL-TOWER,Scotland,Roxburghshire,Y,1,5,1910,1960,2020-10-20 00:02:18 +0100
DENNIS-STOURBRIDGE,England,Staffordshire,Y,1,4,1870,1909,2020-12-11 17:08:20 +0000
DENNY-BUCKIEBURN-FILTERS,Scotland,Stirlingshire,Y,1,6,1900,1960,2020-11-06 11:36:45 +0000
DENNY-BUCKIEBURN-RES,Scotland,Stirlingshire,Y,1,6,1900,1960,2020-10-03 18:14:30 +0100
DENSHAW-NEW-YEARS-BRIDGE,England,Yorkshire West Riding,Y,3,11,1870,1960,2020-07-08 14:36:05 +0100
DENSHAW-OX-HEY,England,Yorkshire West Riding,Y,2,8,1880,1960,2020-10-06 11:38:31 +0100
DENTON-RES,England,Lancashire,Y,2,13,1850,1960,2020-07-08 14:36:05 +0100
DEPTFORD-KENT-WW,England,Kent-became-London,Y,1,8,1880,1960,2020-12-14 13:23:39 +0000
DEPTFORD-PUMPING-STATION,England,Kent-became-London,Y,1,10,1860,1960,2020-07-08 14:36:05 +0100
DEPTFORD-TELEGRAPH-HILL,England,Surrey-became-London,Y,1,6,1900,1960,2020-09-14 15:36:13 +0100
DERBY-ALL-SAINTS,England,Derbyshire,Y,3,13,1840,1960,2020-11-16 23:16:55 +0000
DERBY-ARBORETUM,England,Derbyshire,N,0,7,1890,1960,2020-07-14 11:27:40 +0100
DERBY-BREADSALL-LODGE,England,Derbyshire,N,0,4,1880,1919,2020-10-20 13:48:46 +0100
DERBY-DUFFIELD,England,Derbyshire,N,0,8,1860,1919,2020-09-11 16:47:55 +0100
DERBY-MIDLAND-RAILWAY,England,Derbyshire,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
DERBY-ROYAL-INFIRMARY,England,Derbyshire,N,0,7,1890,1960,2020-07-06 23:17:54 +0100
DERBY-SWANWICK,England,Derbyshire,Y,1,6,1677,1886,2020-08-20 21:58:30 +0100
DEREHAM-MATTISHALL,England,Norfolk,Y,1,3,1860,1889,2020-10-13 14:23:27 +0100
DERRY-CASTLE-KILLALOE,Ireland/Republic of Ireland,Tipperary,N,0,4,1870,1909,2020-08-17 23:08:27 +0100
DERSINGHAM,England,Norfolk,Y,1,3,1870,1899,2020-10-13 14:23:27 +0100
DERWEN-MINFFORDD,Wales,Merionethshire,Y,1,4,1920,1960,2020-11-15 23:20:36 +0000
DERWENT-DALE-BIRCHINLEE,England,Derbyshire,N,0,6,1900,1960,2020-09-02 23:14:52 +0100
DERWENT-DALE-HOWDEN-CLOUGH,England,Yorkshire West Riding,N,0,6,1910,1960,2020-10-30 20:47:19 +0000
DERWENT-DALE-HOWDEN-DAM,England,Derbyshire,N,0,6,1900,1960,2020-07-23 16:42:10 +0100
DERWENT-DALE-RIDGE-FARM,England,Derbyshire,N,0,7,1900,1960,2020-09-02 23:14:52 +0100
DERWENT-DALE-SANDY-LEE,England,Yorkshire West Riding,N,0,7,1900,1960,2020-09-02 23:14:52 +0100
DESBOROUGH-COUNCIL-SCHOOL,England,Northamptonshire,Y,1,6,1900,1950,2020-11-16 23:16:55 +0000
DEVAAR-CAMPBELTOWN-KINTYRE,Scotland,Argyll,Y,1,9,1850,1940,2020-10-03 18:14:30 +0100
DEVIZES-ASYLUM,England,Wiltshire,Y,1,6,1880,1940,2020-07-08 14:36:05 +0100
DEVIZES-GORE-LAVINGTON,England,Wiltshire,Y,1,2,1860,1879,2020-12-13 23:08:23 +0000
DEVON-AND-EXETER-INST,England,Devon,Y,1,15,1677,1960,2020-07-08 14:36:05 +0100
DEVONPORT-CREMYLL,England,Cornwall,N,0,5,1890,1940,2020-07-16 22:55:21 +0100
DEVONPORT-EMPACOMBE,England,Cornwall,Y,1,8,1870,1950,2020-07-08 14:36:05 +0100
DEVONPORT-QUEEN-ST,England,Devon,N,0,2,1840,1859,2020-09-11 16:47:55 +0100
DEVONPORT-ROWDENS-RES,England,Devon,Y,1,9,1870,1960,2020-07-08 14:36:05 +0100
DEVONPORT-STOKE,England,Devon,N,0,2,1677,1886,2020-07-28 14:13:40 +0100
DIDCOT-SEWAGE-WORKS,England,Berkshire,Y,1,4,1920,1960,2020-11-01 22:05:48 +0000
DIDCOT-UPTON,England,Berkshire,Y,2,6,1900,1950,2020-11-01 22:05:48 +0000
DINGWALL-MIX,Scotland,Ross and Cromarty,Y,3,9,1830,1950,2020-08-20 21:58:30 +0100
DINORWIC-QUARRY,Wales,Caernarfonshire,Y,1,4,1860,1899,2020-07-08 14:36:05 +0100
DIRLETON,Scotland,East Lothian (Haddington),Y,2,5,1840,1950,2021-01-12 20:43:39 +0000
DISLEY-LYME-PARK,England,Cheshire,Y,4,20,1860,1960,2020-07-08 14:36:05 +0100
DISS,England,Norfolk,Y,1,3,1870,1899,2020-11-06 21:54:10 +0000
DISS-DICKLEBURGH,England,Norfolk,Y,1,5,1820,1879,2020-07-08 14:36:05 +0100
DITCHEAT,England,Somerset,N,0,5,1900,1950,2020-11-16 23:16:55 +0000
DITCHINGHAM,England,Norfolk,Y,1,5,1910,1960,2020-12-13 23:08:23 +0000
DOLGELLEY-BRONYGADER,Wales,Merionethshire,Y,1,3,1931,1960,2020-12-11 17:08:20 +0000
DOLGELLY-BORTHWNOG,Wales,Merionethshire,Y,1,6,1910,1960,2020-11-10 17:41:42 +0000
DOLGELLY-BRITHDIR,Wales,Merionethshire,Y,2,6,1860,1899,2020-11-10 17:41:42 +0000
DOLGELLY-BRYNTIRION,Wales,Merionethshire,Y,1,5,1900,1950,2020-11-10 17:41:42 +0000
DOLGELLY-DOLRHYD,Wales,Merionethshire,Y,1,3,1920,1950,2020-12-11 17:08:20 +0000
DOLGELLY-SCHOOLS,Wales,Merionethshire,Y,2,6,1860,1930,2020-11-10 17:41:42 +0000
DOLLAR-ACADEMY,Scotland,Clackmannanshire,Y,1,9,1830,1919,2020-07-08 14:36:05 +0100
DONAGHADEE,Ireland/Northern Ireland,Down,Y,1,10,1870,1960,2020-07-08 14:36:05 +0100
DONAGHADEE-CRAIGMORE,Ireland/Northern Ireland,Down,N,0,4,1920,1960,2020-12-14 19:25:52 +0000
DONCASTER,England,Yorkshire West Riding,Y,2,9,1840,1930,2020-07-08 14:36:05 +0100
DONCASTER-KIRK-BRAMWITH,England,Yorkshire West Riding,N,0,8,1880,1960,2020-07-05 00:27:11 +0100
DONCASTER-MAGDALENS,England,Yorkshire West Riding,N,0,5,1860,1909,2020-07-31 00:39:46 +0100
DONCASTER-PUMPING-STATION,England,Yorkshire West Riding,Y,3,11,1880,1960,2020-07-08 14:36:05 +0100
DONCASTER-WADWORTH-HALL,England,Yorkshire West Riding,N,0,6,1880,1919,2020-09-07 16:31:53 +0100
DORCHESTER-STINSFORD,England,Dorset,N,0,5,1910,1960,2020-07-31 00:39:46 +0100
DORCHESTER-WOLLASTON-HOUSE,England,Dorset,N,0,5,1890,1940,2020-09-07 16:31:53 +0100
DORCHESTER-WW,England,Dorset,Y,1,7,1890,1960,2020-07-09 21:03:41 +0100
DORKING-ABINGER-HALL,England,Surrey-stayed-Surrey,Y,2,9,1870,1950,2020-07-08 14:36:05 +0100
DORKING-FIR-TOR,England,Surrey-stayed-Surrey,Y,1,4,1880,1919,2020-12-13 23:08:23 +0000
DORKING-HIGH-ASHURST,England,Surrey-stayed-Surrey,Y,1,4,1880,1919,2020-12-13 23:08:23 +0000
DORKING-HOLMWOOD,England,Surrey-stayed-Surrey,Y,2,4,1870,1899,2020-12-13 23:08:23 +0000
DORKING-THE-DENBIES,England,Surrey-stayed-Surrey,Y,1,13,1850,1960,2020-07-08 14:36:05 +0100
DORKING-WEST-STREET,England,Surrey-stayed-Surrey,Y,1,5,1860,1919,2020-12-13 23:08:23 +0000
DORMANS-PARK-CHARTHAM-PARK,England,Surrey-stayed-Surrey,Y,1,5,1910,1960,2020-12-13 23:08:23 +0000
DORNOCH-MIX,Scotland,Sutherland,N,0,4,1890,1930,2020-12-09 18:10:58 +0000
DORNOCH-OSPISDALE,Scotland,Sutherland,Y,2,4,1870,1960,2020-10-19 12:11:50 +0100
DORWARDS-HALL,England,Essex,Y,1,4,1840,1879,2020-12-13 23:08:23 +0000
DOUGLAS-BOROUGH-CEMETERY,Isle of Man,Isle of Man,Y,1,6,1900,1960,2020-12-14 13:23:39 +0000
DOUGLAS-CLYPSE-ONCHAN,Isle of Man,Isle of Man,Y,2,9,1880,1960,2020-10-19 12:11:50 +0100
DOUGLAS-CRONKBOURNE,Isle of Man,Isle of Man,Y,1,4,1870,1909,2020-07-08 14:36:05 +0100
DOUGLAS-DERBY-SQUARE,Isle of Man,Isle of Man,N,0,4,1860,1899,2020-08-09 14:04:50 +0100
DOUGLAS-HEAD,Isle of Man,Isle of Man,N,0,4,1860,1930,2020-12-17 23:14:49 +0000
DOUGLAS-MONKSFOOT,Scotland,Lanarkshire,N,0,8,1900,1960,2020-07-23 16:42:10 +0100
DOUGLAS-NEWMAINS,Scotland,Lanarkshire,Y,1,8,1860,1960,2020-10-21 21:21:56 +0100
DOUGLAS-VICTORIA-ROAD,Isle of Man,Isle of Man,Y,1,3,1870,1899,2020-12-14 13:23:39 +0000
DOUGLIEHILL-PORT-GLASGOW,Scotland,Renfrewshire,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
DOUSLAND-RES,England,Devon,N,0,5,1910,1960,2020-06-30 23:28:38 +0100
DOVER-BUCKLAND,England,Kent-stayed-Kent,Y,2,7,1870,1960,2020-07-15 11:08:31 +0100
DOVER-CASTLE-ST,England,Kent-stayed-Kent,Y,1,5,1850,1899,2020-07-15 11:08:31 +0100
DOVER-MARTIN-MILL,England,Kent-stayed-Kent,Y,1,6,1900,1960,2020-07-15 11:08:31 +0100
DOVER-WALDERSHARE,England,Kent-stayed-Kent,Y,1,6,1900,1960,2020-08-09 14:15:40 +0100
DOVER-WATERLOO-CRESCENT,England,Kent-stayed-Kent,Y,3,10,1677,1960,2020-08-09 14:15:40 +0100
DOVER-WW,England,Kent-stayed-Kent,Y,1,7,1890,1960,2020-08-09 14:15:40 +0100
DOWLAIS-GWERNLLWYN,Wales,Glamorgan,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
DOWNHAM-HALL,England,Lancashire,Y,4,17,1850,1960,2020-07-08 14:36:05 +0100
DOXFORD-HALL,England,Northumberland,Y,1,4,1920,1960,2021-01-12 20:43:39 +0000
DRAYTON,England,Norfolk,Y,2,7,1870,1940,2020-10-13 14:23:27 +0100
DREM-CRAIGIELAW,Scotland,East Lothian (Haddington),Y,1,2,1870,1889,2021-01-12 20:43:39 +0000
DREM-FENTON-BARNS,Scotland,East Lothian (Haddington),Y,1,2,1860,1879,2021-01-12 20:43:39 +0000
DRIFFIELD-YORK-ROAD,England,Yorkshire East Riding,Y,2,6,1880,1919,2020-10-19 12:11:50 +0100
DRINKSTONE,England,Suffolk,Y,1,4,1890,1930,2020-12-11 17:08:20 +0000
DRINKSTONE-PARK,England,Suffolk,Y,1,4,1860,1899,2020-10-13 14:23:27 +0100
DROITWICH-SEWAGE-WORKS,England,Worcestershire,Y,1,6,1900,1960,2020-12-16 13:13:01 +0000
DROMORE-CASTLE,Ireland/Republic of Ireland,Kerry,Y,1,7,1870,1940,2020-07-09 15:27:47 +0100
DROXFORD-FIR-HILL,England,Hampshire,N,0,5,1880,1930,2020-08-09 14:04:50 +0100
DROXFORD-UPLANDS,England,Hampshire,N,0,5,1900,1950,2020-09-06 16:32:17 +0100
DRUM-CASTLE,Scotland,Aberdeenshire,Y,1,9,1860,1960,2020-07-08 14:36:05 +0100
DRUMLANRIG-CASTLE,Scotland,Dumfriesshire,Y,1,11,1850,1960,2020-10-12 23:15:37 +0100
DRUMMORE-MUSSELBURGH,Scotland,East Lothian (Haddington),Y,1,3,1890,1919,2021-01-12 20:43:39 +0000
DRUMMUIR-CASTLE,Scotland,Banffshire,Y,1,5,1910,1960,2020-09-14 15:36:13 +0100
DRUMNADROICHT,Scotland,Inverness,Y,2,5,1880,1930,2020-12-15 13:23:52 +0000
DRUMSHANBO-LOUGH-ALLEN,Ireland/Republic of Ireland,Leitrim,Y,1,5,1890,1940,2020-10-30 20:47:19 +0000
DRUMSNA-ALBERT-LOCK,Ireland/Republic of Ireland,Roscommon,Y,1,5,1890,1940,2020-10-30 20:47:19 +0000
DUBLIN-BLACKROCK,Ireland/Republic of Ireland,Dublin,N,0,5,1840,1879,2020-07-08 09:55:21 +0100
DUBLIN-FITZWILLIAM-SQUARE,Ireland/Republic of Ireland,Dublin,Y,1,7,1870,1940,2020-07-08 14:36:05 +0100
DUBLIN-GLASNEVIN,Ireland/Republic of Ireland,Dublin,Y,2,9,1677,1940,2020-07-08 14:36:05 +0100
DUBLIN-MIX,Ireland/Republic of Ireland,Dublin,Y,3,9,1677,1886,2020-08-20 21:58:30 +0100
DUBLIN-ORDNANCE-SURVEY-OFFICE,Ireland/Republic of Ireland,Dublin,N,0,2,1850,1869,2020-09-11 16:47:55 +0100
DUBLIN-PHOENIX-PARK,Ireland/Republic of Ireland,Dublin,Y,2,14,1830,1940,2020-07-08 14:36:05 +0100
DUBLIN-ROYAL-COLL-SURGEONS,Ireland/Republic of Ireland,Dublin,Y,1,2,1830,1849,2021-01-12 20:43:39 +0000
DUBLIN-TRINITY-COLLEGE,Ireland/Republic of Ireland,Dublin,Y,1,7,1840,1940,2020-07-08 14:36:05 +0100
DUCHRAY-VALLEY-ACHAIDH-BURN,Scotland,Stirlingshire,Y,1,5,1910,1960,2020-12-11 17:08:20 +0000
DUCHRAY-VALLEY-GLEN-DHU,Scotland,Stirlingshire,Y,2,6,1910,1960,2020-11-16 23:16:55 +0000
DUCHRAY-VALLEY-HEAD-OF-MAIN-STREAM,Scotland,Stirlingshire,Y,1,5,1910,1960,2020-12-11 17:08:20 +0000
DUDDON-VALLEY-SEATHWAITE-FARM,England,Lancashire,Y,1,6,1900,1960,2020-12-14 13:23:39 +0000
DUDLEY-SHAVERS-END,England,"[CHOICE] Staffordshire, Worcestershire",Y,4,13,1880,1960,2020-12-12 22:10:26 +0000
DUDLEY-TRINDLE-HOUSE,England,Worcestershire,Y,1,5,1890,1940,2020-08-09 14:15:40 +0100
DUFFIELD-KIRKSTYLES,England,Derbyshire,N,0,7,1900,1960,2020-08-03 16:59:05 +0100
DUFFUS-HOUSE,Scotland,Moray (Elgin),Y,1,4,1900,1940,2020-12-15 13:23:52 +0000
DUKINFIELD-HIGHER-RES,England,Cheshire,N,0,7,1890,1960,2020-07-08 14:36:05 +0100
DULVERTON-EXBRIDGE-FISHERY,England,Somerset,N,0,5,1900,1950,2020-10-28 15:35:08 +0000
DUMBARTON-LEVEN-SHIPYARD,Scotland,Dunbartonshire,N,0,5,1880,1930,2020-09-07 16:31:53 +0100
DUMFRIES-APPLEGARTH,Scotland,Dumfriesshire,Y,1,4,1820,1859,2020-09-21 23:38:46 +0100
DUMFRIES-COPLAND,Scotland,Dumfriesshire,Y,1,4,1677,1886,2020-08-09 14:15:40 +0100
DUMFRIES-CRICHTON-ROYAL-INSTITUTE,Scotland,Dumfriesshire,Y,2,10,1860,1960,2020-10-09 13:33:15 +0100
DUMFRIES-MARCH-HILL,Scotland,Dumfriesshire,Y,1,3,1850,1879,2020-10-09 13:33:15 +0100
DUNBAR-PUBLIC-PARK,Scotland,East Lothian (Haddington),Y,1,4,1920,1960,2021-01-12 20:43:39 +0000
DUNBLANE-KIPPENDAVIE,Scotland,Perthshire,Y,1,6,1870,1930,2020-07-08 14:36:05 +0100
DUNBLANE-KIPPENROSS,Scotland,Perthshire,Y,1,8,1850,1930,2020-07-08 14:36:05 +0100
DUNCANSBY-HEAD,Scotland,Caithness,Y,1,4,1920,1960,2020-10-12 23:15:37 +0100
DUNDALK-FARNDREG,Ireland/Republic of Ireland,Louth,N,0,5,1870,1919,2020-08-06 07:10:30 +0100
DUNDALK-MOUNT-PLEASANT,Ireland/Republic of Ireland,Louth,N,0,4,1890,1930,2020-09-11 16:47:55 +0100
DUNDALK-TOWN-HALL,Ireland/Republic of Ireland,Louth,N,0,4,1900,1940,2020-12-14 19:25:52 +0000
DUNDEE-BROUGHTY-FERRY-DOUGLAS-HOUSE,Scotland,Angus (Forfar),N,0,3,1870,1899,2020-11-13 17:11:38 +0000
DUNDEE-CAMPERDOWN-WORKS,Scotland,Angus (Forfar),Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
DUNDEE-EASTERN-NECROPOLIS,Scotland,Angus (Forfar),Y,2,13,1860,1940,2020-07-08 14:36:05 +0100
DUNDEE-HARBOUR,Scotland,Angus (Forfar),Y,2,7,1880,1960,2020-07-08 14:36:05 +0100
DUNDEE-HILL-HEAD,Scotland,Angus (Forfar),Y,1,10,1830,1930,2020-07-08 14:36:05 +0100
DUNDEE-MANSE,Scotland,Angus (Forfar),N,0,2,1830,1849,2020-09-11 16:47:55 +0100
DUNDEE-POWDER-MAGAZINE,Scotland,Angus (Forfar),N,0,2,1830,1849,2020-09-11 16:47:55 +0100
DUNDEE-SKICHEN,Scotland,Angus (Forfar),Y,1,4,1830,1869,2020-07-08 14:36:05 +0100
DUNDEE-TAY-BANK,Scotland,Angus (Forfar),Y,1,2,1830,1849,2020-09-14 15:36:13 +0100
DUNFANAGHY,Ireland/Republic of Ireland,Donegal,N,0,10,1870,1940,2021-01-04 22:36:54 +0000
DUNFERMLINE,Scotland,Fife,N,0,2,1830,1849,2020-10-20 12:24:22 +0100
DUNFERMLINE-CRAIGLUSCAR,Scotland,Fife,Y,1,12,1850,1960,2020-07-08 14:36:05 +0100
DUNFERMLINE-FORDELL-HOUSE,Scotland,Fife,N,0,5,1900,1950,2020-12-14 19:25:52 +0000
DUNFERMLINE-KEAVIL,Scotland,Fife,N,0,4,1880,1919,2020-09-07 16:31:53 +0100
DUNFORD-BRIDGE-RES,England,Yorkshire West Riding,Y,3,14,1860,1960,2020-07-08 14:36:05 +0100
DUNFORD-BRIDGE-STATION,England,Yorkshire West Riding,Y,2,9,1850,1930,2020-07-08 14:36:05 +0100
DUNGANNON-ALOHA,Ireland/Northern Ireland,Tyrone,N,0,4,1920,1960,2020-12-14 19:25:52 +0000
DUNGANNON-KILLYMAN-RECTORY,Ireland/Northern Ireland,Tyrone,N,0,3,1900,1930,2020-10-22 22:18:37 +0100
DUNGANNON-ROCKDALE,Ireland/Northern Ireland,Tyrone,N,0,5,1870,1899,2020-10-22 22:18:37 +0100
DUNGENESS-LIGHTHOUSE,England,Kent-stayed-Kent,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
DUNGEON-GHYLL,England,Westmorland,Y,2,10,1890,1940,2020-11-10 17:41:42 +0000
DUNKELD-HRS,Scotland,Perthshire,Y,1,3,1870,1899,2020-10-03 18:14:30 +0100
DUNKELD-INVER,Scotland,Perthshire,Y,2,6,1870,1930,2020-10-03 18:14:30 +0100
DUNKELD-SNAIGOW,Scotland,Perthshire,Y,1,5,1900,1950,2020-08-09 14:15:40 +0100
DUNMOW,England,Essex,Y,1,3,1850,1879,2020-07-27 16:01:44 +0100
DUNMOW-HIGH-RODING,England,Essex,Y,1,3,1860,1889,2020-07-27 16:01:44 +0100
DUNMURRY-WARREN-HOUSE,Ireland/Northern Ireland,Antrim,Y,1,4,1920,1960,2021-01-12 20:43:39 +0000
DUNNING-KIPPEN-HOUSE,Scotland,Perthshire,N,0,6,1910,1960,2020-12-12 22:10:26 +0000
DUNROBIN-CASTLE,Scotland,Sutherland,Y,2,13,1860,1940,2020-09-23 16:36:36 +0100
DUNS-CASTLE,Scotland,Berwickshire,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
DUNS-CLOUDS,Scotland,Berwickshire,Y,1,2,1880,1899,2020-12-11 17:08:20 +0000
DUNS-MANDERSTON,Scotland,Berwickshire,Y,1,6,1900,1960,2020-10-09 13:33:15 +0100
DUNS-NISBET-HOUSE-GDNS,Scotland,Berwickshire,Y,1,4,1920,1960,2020-12-11 17:08:20 +0000
DUNS-TEINDHILL,Scotland,Berwickshire,Y,1,3,1850,1879,2020-10-19 12:11:50 +0100
DUNSFOLD,England,Surrey-stayed-Surrey,Y,2,3,1860,1889,2021-01-12 20:43:39 +0000
DUNSFOLD-RECTORY,England,Surrey-stayed-Surrey,Y,1,3,1890,1919,2021-01-12 20:43:39 +0000
DUNSTABLE-CEMENT-WORKS,England,Bedfordshire,Y,1,4,1920,1960,2020-11-02 13:13:18 +0000
DUNSTABLE-KENSWORTH,England,Bedfordshire,Y,2,7,1860,1930,2020-11-02 13:13:18 +0000
DUNSTER-SCHOOLS,England,Somerset,N,0,5,1910,1960,2020-11-16 23:16:55 +0000
DUNTOCHER-COCHNO-FILTERS,Scotland,Dunbartonshire,Y,2,7,1900,1960,2020-08-09 14:15:40 +0100
DURHAM-HOUGHALL,England,Durham,Y,1,4,1920,1960,2020-11-16 23:16:55 +0000
DURHAM-OBSERVATORY,England,Durham,Y,2,15,1850,1960,2020-11-16 23:16:55 +0000
DURHAM-USHAW-COLLEGE,England,Durham,Y,1,10,1860,1960,2020-07-08 14:36:05 +0100
DYLIFFE,Wales,Montgomeryshire,Y,2,3,1860,1889,2020-12-14 13:23:39 +0000
EAGLESFIELD-SPRINGKELL,Scotland,Dumfriesshire,Y,2,5,1880,1960,2020-10-09 13:33:15 +0100
EALING-CASTLEBAR-ROAD,England,Middlesex-stayed-Middlesex,Y,4,13,1860,1960,2020-10-20 00:02:18 +0100
EALING-HANGER-HILL,England,Middlesex-stayed-Middlesex,Y,1,5,1910,1960,2020-10-06 11:38:31 +0100
EALING-ST-STEPHENS-ROAD,England,Middlesex-stayed-Middlesex,Y,3,5,1880,1930,2020-12-09 22:15:20 +0000
EARBY-SEWAGE-WORKS,England,Yorkshire West Riding,N,0,6,1910,1960,2020-12-14 19:25:52 +0000
EARLESTOWN-NEWTON-CEMETERY,England,Lancashire,N,0,6,1900,1960,2020-08-05 14:12:24 +0100
EARLS-COLNE-CHALKNEY-HOUSE,England,Essex,Y,1,6,1870,1930,2020-07-27 16:01:44 +0100
EARLSBURN-RES,Scotland,Stirlingshire,Y,1,7,1890,1960,2020-07-08 14:36:05 +0100
EARLSTON-CAROLSIDE,Scotland,Berwickshire,Y,1,2,1941,1960,2020-12-11 17:08:20 +0000
EARLSTON-COWDENKNOWES,Scotland,Berwickshire,Y,1,6,1880,1940,2020-10-12 23:15:37 +0100
EARLSWOOD-SEWAGE-FARM,England,Surrey-stayed-Surrey,Y,1,7,1890,1960,2021-01-12 20:43:39 +0000
EAST-ANSTEY-SOAMES,England,Devon,N,0,8,1900,1960,2020-07-31 00:39:46 +0100
EAST-BERGHOLT-ACKWORTH-HOUSE,England,Suffolk,Y,1,6,1900,1960,2020-09-14 15:36:13 +0100
EAST-BUDLEIGH-BICTON,England,Devon,N,0,8,1880,1960,2020-07-31 00:39:46 +0100
EAST-BUDLEIGH-YETTINGTON-INTAKES,England,Devon,N,0,6,1900,1960,2020-07-31 00:39:46 +0100
EAST-DERHAM-MIX,England,Norfolk,N,0,10,1860,1909,2020-10-13 14:23:27 +0100
EAST-FORTUNE-HOSPITAL,Scotland,East Lothian (Haddington),Y,1,4,1920,1960,2021-01-12 20:43:39 +0000
EAST-GRINSTEAD-HALSFORD-PARK,England,Sussex,Y,1,5,1860,1909,2020-10-20 00:02:18 +0100
EAST-HAM-SEWAGE-WORKS,England,Essex,Y,1,6,1900,1960,2020-08-09 14:15:40 +0100
EAST-HAM-WELL,England,Essex,Y,1,7,1890,1960,2020-08-09 14:15:40 +0100
EAST-HARPTREE-HARPTREE-COURT,England,Somerset,N,0,7,1880,1960,2020-09-07 16:31:53 +0100
EAST-HARPTREE-SHERBORNE-RES,England,Somerset,Y,1,11,1850,1960,2020-07-08 14:36:05 +0100
