src_id,Station name,Area,Area type,Station start date,Station end date,Latitude,Longitude,Postcode,Open datasets available
14051,INVERSANDA,ARGYLL (IN HIGHLAND REGION),COUNTY,[1947-01-01],[1963-12-31],56.6819,-5.36352,PH33 7,
14046,KEIL,ARGYLL (IN HIGHLAND REGION),COUNTY,[1974-01-01],[2000-12-31],56.7342,-5.25696,PH33 7,
902,KILCHOAN NO 2,ARGYLL (IN HIGHLAND REGION),COUNTY,[1988-01-01],[1989-12-31],56.6959,-6.1215,PH36 4,DR DT DW HW
903,KILMORY,ARGYLL (IN HIGHLAND REGION),COUNTY,[1989-01-01],[2004-03-23],56.7587,-6.04651,PH36 4,DR DT DW HW
14052,KINGAIRLOCH HOUSE,ARGYLL (IN HIGHLAND REGION),COUNTY,[1904-01-01],[2006-07-01],56.6201,-5.52607,PA34 5,
13995,KINLOCHLEVEN,ARGYLL (IN HIGHLAND REGION),COUNTY,[1906-01-01],[1966-12-31],56.7121,-4.95264,PA40 4,
14053,LOCHALINE,ARGYLL (IN HIGHLAND REGION),COUNTY,[1982-01-01],[1988-12-31],56.5378,-5.77874,PA34 5,
14066,LOCHAN NA CREIGE: DUIBHE DAM,ARGYLL (IN HIGHLAND REGION),COUNTY,[1973-01-01],[2002-03-01],56.733,-5.86377,PH36 4,
14069,LOCH SHIEL,ARGYLL (IN HIGHLAND REGION),COUNTY,[1971-01-01],[1974-12-31],56.7793,-5.60809,PH37 4,
17223,LOCH SHIEL: POLLOCH,ARGYLL (IN HIGHLAND REGION),COUNTY,[1926-01-01],[Current],56.7586,-5.61265,PH37 4,
14062,LOCH SUNART: CARNLIA SALEN,ARGYLL (IN HIGHLAND REGION),COUNTY,[1938-01-01],[1952-12-31],56.714,-5.77843,PH36 4,
14064,LOCH SUNART: GLENBORRODALE,ARGYLL (IN HIGHLAND REGION),COUNTY,[1881-01-01],[1950-12-31],56.6822,-5.90758,PH36 4,
13981,LOWER GLENCOE,ARGYLL (IN HIGHLAND REGION),COUNTY,[1966-01-01],[2003-05-01],56.6703,-5.08162,PA39 4,
907,MORVERN: CLAGGAN,ARGYLL (IN HIGHLAND REGION),COUNTY,[1994-01-01],[2001-10-01],56.5837,-5.74747,PA34 5,DR DT DW HW
14056,MORVERN: DRUMBUY,ARGYLL (IN HIGHLAND REGION),COUNTY,[1936-01-01],[1947-12-31],56.6523,-5.91265,PA34 5,
14054,MORVERN: LOCHALINE,ARGYLL (IN HIGHLAND REGION),COUNTY,[1941-01-01],[1946-12-31],56.5419,-5.79054,PA34 5,
14070,RESOURIE,ARGYLL (IN HIGHLAND REGION),COUNTY,[1971-01-01],[1974-12-31],56.7823,-5.50355,PH37 4,
18955,SALACHAIL,ARGYLL (IN HIGHLAND REGION),COUNTY,[1996-07-01],[2003-05-01],56.6097,-5.1696,PA38 4,
14061,SALEN SUB-STATION,ARGYLL (IN HIGHLAND REGION),COUNTY,[1977-01-01],[1986-12-31],56.724,-5.77616,PH36 4,
14072,SHIELBRIDGE,ARGYLL (IN HIGHLAND REGION),COUNTY,[1923-01-01],[1951-12-31],56.7539,-5.79717,PH36 4,
14060,STRONTIAN,ARGYLL (IN HIGHLAND REGION),COUNTY,[1981-01-01],[1995-05-31],56.6976,-5.57248,PH36 4,
13918,ABHAINN A BHEALACH,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1959-01-01],[1995-12-31],56.1991,-5.26304,PA33 1,
16657,ABHAINN A BHEALACH NO 2,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1995-01-01],[2003-02-01],56.1903,-5.25423,PA33 1,
13961,ABHAINN DALACH,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1981-01-01],[1996-07-31],56.5074,-5.15943,PA35 1,
911,ACHAGLACHGACH,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1958-01-01],[1987-12-31],55.8223,-5.49176,PA29 6,DR DT DW HW
13952,ACHARN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1962-01-01],[1964-12-31],56.4756,-5.03008,PA35 1,
13925,ACHNACRAOBH,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1959-01-01],[1964-12-31],56.3674,-5.18509,PA35 1,
13930,AIRIDH CASTULAICH,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1955-01-01],[1995-11-30],56.4677,-4.83132,PA36 4,
13782,ALLT A BHALACHAIN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1954-01-01],[1969-12-31],56.2074,-4.77499,G83 7,
13929,ALLT COIRE A GHABHALACH,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1958-01-01],[1965-12-31],56.5201,-4.697,PA36 4,
13937,ALLT MHOILLE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1965-01-01],[1978-12-31],56.4404,-5.0711,PA33 1,
13962,ALLTNACREE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1953-01-01],[1976-12-31],56.4708,-5.35618,PA37 1,
13825,ALLT NA LAIRIGE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1947-01-01],[Current],56.3143,-4.82757,PA26 8,
13821,ALLT UAINE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1946-01-01],[2012-04-01],56.2623,-4.80491,PA26 8,
13822,ALLT UAINE NO 2,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1974-01-01],[1978-12-31],56.2624,-4.80644,PA26 8,
13868,AMOD FARM,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1992-01-01],[Current],55.35,-5.71655,PA28 6,
13973,APPIN: ARDVEICH,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1964-01-01],[1969-12-31],56.5285,-5.38406,PA38 4,
928,ARDENTINNY,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1979-01-01],[1997-12-31],56.046,-4.91276,PA23 8,DR DT DW HW MW ST
13901,ARDFERN: CRAIGNISH CASTLE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1934-01-01],[1947-12-31],56.1568,-5.58813,PA31 8,
13819,ARDKINGLAS HOUSE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1908-01-01],[1983-12-31],56.2529,-4.94462,PA26 8,
13812,ARDLAMONT,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1953-01-01],[1962-12-31],55.8399,-5.2089,PA21 2,
13813,ARDLAMONT: KILBRIDE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1927-01-01],[1953-12-31],55.8638,-5.25883,PA21 2,
13792,ARDNADAM,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1951-01-01],[1966-12-31],55.9807,-4.93831,PA23 8,
13889,ARDPATRICK HOUSE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1946-01-01],[1965-12-31],55.7747,-5.58481,PA29 6,
13843,ARDRISHAIG,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1879-01-01],[1965-12-31],56.0125,-5.4463,PA30 8,
13974,ARDTUR,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1951-01-01],[1974-12-31],56.5632,-5.39694,PA38 4,
13902,ARDUAINE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1900-01-01],[1956-12-31],56.236,-5.55517,PA34 4,
900,AROS,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1966-01-01],[1998-09-01],56.536,-5.98038,PA72 6,DR DT DW HW MW
13853,AUCHENBRECK,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1979-01-01],[1989-12-31],55.6397,-5.52476,PA28 6,
13965,BARCALDINE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1926-01-01],[2005-01-01],56.5212,-5.31998,PA37 1,
13921,BARMADDY,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1959-01-01],[1962-12-31],56.2573,-5.30515,PA35 1,
13814,BARNACARRY,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1950-01-01],[1967-12-31],56.0996,-5.2144,PA27 8,
13836,BEINN BHREAC: LOCH AWE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1962-01-01],[1997-02-01],56.2449,-5.19428,PA33 1,
13820,BEINN CHORRANACH,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1949-01-01],[1969-12-31],56.2544,-4.80262,PA26 8,
13728,BEINN IME: NORTH,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1946-01-01],[1969-12-31],56.2446,-4.79867,PA26 8,
13727,BEINN IME: SOUTH,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1946-01-01],[1961-12-31],56.2349,-4.79151,G83 7,
13726,BEINN IME: SOUTH NO 2,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1957-01-01],[2012-03-01],56.2317,-4.79376,G83 7,
13939,BEN CRUACHAN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1961-01-01],[Current],56.4183,-5.10899,PA33 1,
925,BENMORE: FORESTRY SCHOOL,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1932-01-01],[1966-12-31],56.0244,-4.98819,PA23 8,DR DT DW HW ST
926,BENMORE: YOUNGER BOTANIC GARDEN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1949-01-01],[Current],56.0282,-4.98377,PA23 8,DR DT DW HR HW MW ST
930,BLACK MOUNT,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1984-01-01],[2006-04-01],56.5449,-4.79477,PA36 4,DR DT DW HW MW
13789,BLAIRMORE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1971-01-01],[1988-12-31],56.004,-4.89998,PA23 8,
13904,BLARAN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1951-01-01],[Current],56.297,-5.44256,PA34 4,
13858,BORDADUBH WATER,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1949-01-01],[1967-12-31],55.5246,-5.58895,PA28 6,
13832,BRANNIE BURN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1947-01-01],[1967-12-31],56.292,-4.96541,PA26 8,
13831,BRANNIE BURN NO 2,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1967-01-01],[2012-02-01],56.302,-4.95281,PA32 8,
25004,BREAVALLICH,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1999-06-01],[2000-09-01],56.2169,-5.30167,PA33,
13838,BRENACHOILLE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1968-01-01],[1995-07-31],56.1646,-5.20693,PA32 8,
13837,BRENACHOILLE FARMHOUSE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1909-01-01],[1984-12-31],56.1713,-5.19138,PA32 8,
17348,BRENACHOILLE NO 2,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1995-09-01],[1998-11-01],56.1657,-5.23281,PA32 8,
13928,BRIDGE OF ORCHY,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1955-01-01],[1980-12-31],56.5187,-4.76194,PA36 4,
929,BRIDGE OF ORCHY NO 2,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1985-01-01],[1986-12-31],56.5177,-4.76675,PA36 4,HW
61827,BUTE: ETTRICK BAY,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[2014-01-01],[Current],55.8565,-5.14474,PA20 0,
13898,CAM LOCH,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1985-01-01],[2002-12-01],56.0315,-5.50421,PA31 8,
13863,CAMPBELTOWN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1944-01-01],[1959-12-31],55.4234,-5.60506,PA28 6,
13864,CAMPBELTOWN GRAMMAR SCHOOL,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1973-01-01],[1974-12-31],55.4181,-5.60141,PA28 6,
909,CAMPBELTOWN NO 2,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1959-01-01],[1975-12-31],55.4277,-5.6102,PA28 6,DR DT DW HW
13862,CAMPBELTOWN NO 3,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1963-01-01],[1964-12-31],55.4232,-5.60979,PA28 6,
13854,CARRADALE MANSE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1936-01-01],[1991-12-31],55.5858,-5.49451,PA28 6,
13869,CARSKIEY,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1965-01-01],[2001-02-01],55.3092,-5.69558,PA28 6,
13794,CASTLE TOWARD,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1824-01-01],[1877-12-31],55.8692,-5.01303,PA23 7,
13874,CLACHAN: BALINAKILL,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1929-01-01],[1950-12-31],55.7468,-5.55355,PA29 6,
13875,CLACHAN: PORTACHOILLAN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1989-01-01],[2006-06-28],55.7629,-5.57212,PA29 6,
13828,CLACHAN POWER STATION,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1956-01-01],[Current],56.2759,-4.91658,PA26 8,
56023,CLACHAN: RONACHAN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[2006-07-01],[Current],55.7358,-5.59064,PA29 6,
13784,COILESSAN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1964-01-01],[1969-12-31],56.1718,-4.7966,G83 7,
13941,COIRE CRUACHAN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1955-01-01],[1965-12-31],56.4025,-5.11182,PA33 1,
13940,COIRE DEARG,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1966-01-01],[1969-12-31],56.4213,-5.1166,PA33 1,
30289,COLL: ARINAGOUR,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[2001-09-01],[2007-09-01],56.6271,-6.53028,PA78 6,
13857,COLLUSKA,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1967-01-01],[2012-04-01],55.5289,-5.61546,PA28 6,
899,COLONSAY,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1933-01-01],[1989-12-31],56.0841,-6.20705,PA61 7,DR DT DW HW
24795,COLONSAY: HOMEFIELD,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1999-02-01],[2015-10-03],56.0745,-6.23914,PA61 7,DR DT DW HW
898,COLONSAY: HOTEL,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1989-01-01],[1999-01-31],56.0693,-6.19417,PA61 7,DR DT DW HW MW
13963,CONNEL: LEDAIG,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1943-01-01],[1950-12-31],56.483,-5.40276,PA37 1,
13933,CORRYGHOIL,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1971-01-01],[1976-12-31],56.406,-4.93212,PA33 1,
13932,CORRYGHOIL NO 2,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1976-01-01],[2002-04-01],56.4061,-4.9305,PA33 1,
13859,CORRYLACH,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1949-01-01],[1985-12-31],55.5098,-5.63198,PA28 6,
904,CRAIGHOUSE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1963-01-01],[2005-10-01],55.8336,-5.94978,PA60 7,DR DT DW HW
13934,CRAIG LODGE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1951-01-01],[1968-12-31],56.4064,-4.95323,PA33 1,
13935,CRAIG LODGE NO 2,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1955-01-01],[1961-12-31],56.4055,-4.95316,PA33 1,
13839,CRARAE LODGE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1918-01-01],[1988-12-31],56.1259,-5.24074,PA32 8,
13942,CRUACHAN POWER STATION,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1971-01-01],[2006-06-01],56.3941,-5.11327,PA33 1,
13922,DALAVICH,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1971-01-01],[1979-12-31],56.2687,-5.2819,PA35 1,
13936,DALMALLY,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1968-01-01],[1971-12-31],56.4027,-4.95943,PA33 1,
18979,DALMALLY: STRONMILCHAN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1996-09-01],[2009-03-31],56.4104,-4.998,PA33 1,DR DT DW HW ST
13956,DALNESS,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1951-01-01],[1976-12-31],56.6169,-4.98433,PA39 4,
13957,DALNESS FOREST,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1979-01-01],[1990-12-31],56.6141,-4.99226,PA39 4,
13865,DAVAAR LIGHTHOUSE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1964-01-01],[1972-12-31],55.428,-5.54064,PA28,
61818,DIPPEN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[2014-01-01],[Current],55.5827,-5.49534,PA28,
13787,DRIMSYNIEBEG,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1965-01-01],[1973-12-31],56.1968,-4.92097,PA24 8,
13896,DUNARDRY: WOODGLEN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1965-01-01],[2006-06-01],56.0624,-5.49095,PA31 8,
13888,DUNMORE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1937-01-01],[1956-12-31],55.798,-5.5247,PA29 6,
13790,DUNMORE HOUSE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1952-01-01],[1957-12-31],55.985,-4.90817,PA23 8,
13793,DUNOON,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1935-01-01],[1953-12-31],55.9623,-4.91769,PA23 8,
16652,DUNOON W WKS,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1951-01-01],[1960-12-31],55.9481,-4.94546,PA23 7,
918,DUNSTAFFNAGE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1964-06-02],[Current],56.4505,-5.43859,PA37 1,DR DT DW HR HW MW RA ST
13900,DUNTRUNE CASTLE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1958-01-01],[1976-12-31],56.1049,-5.54629,PA31 8,
13919,DURRAN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1981-01-01],[1984-12-31],56.2207,-5.29393,PA33 1,
13833,ELLERIGBEG,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1948-01-01],[Current],56.2869,-5.0123,PA32 8,
13920,EREDINE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1968-01-01],[1981-12-31],56.2329,-5.27399,PA33 1,
13971,FASNACLOICH,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1967-01-01],[1977-12-31],56.5796,-5.21921,PA38 4,
13870,FEORLON,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1965-01-01],[1977-12-31],55.3053,-5.73306,PA28 6,
13917,FORD: CROWN HOUSE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1968-01-01],[1971-12-31],56.1773,-5.43528,PA31 8,
13916,FORD NO 3,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1959-01-01],[1975-12-31],56.1765,-5.43199,PA31 8,
55891,GARTLOSKAN HILL,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[2005-09-21],[Current],55.3653,-5.62374,PA28 6,
13808,GARVIE FARM,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1948-01-01],[2005-01-01],56.0657,-5.153,PA22 3,
13876,GIGHA: ACHAMORE HOUSE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1946-01-01],[1997-12-31],55.6663,-5.7499,PA41 7,
13840,GLASHAN DAM,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1960-01-01],[2012-03-01],56.0806,-5.3419,PA31 8,
13909,GLEANN A BHEARRAIDH RESR,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1891-01-01],[1977-12-31],56.388,-5.48991,PA34 4,
920,GLENBRANTER,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1926-01-01],[1965-12-31],56.1301,-5.04307,PA27 8,DR DT DW
921,GLENBRANTER NO 2,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1965-01-01],[1992-12-31],56.1356,-5.03707,PA27 8,DR DT DW HW
927,GLENCEITLEIN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1973-01-01],[1978-12-31],56.5856,-5.01607,PA39 4,DR HW
13970,GLEN CRERAN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1980-01-01],[1995-08-31],56.5947,-5.19279,PA38 4,
13783,GLEN CROE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1969-01-01],[1997-07-02],56.1945,-4.79018,G83 7,
13960,GLEN ETIVE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1912-01-01],[1952-12-31],56.5703,-5.05556,PA39 4,
13958,GLEN ETIVE: GLENVIEW,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1978-01-01],[1990-12-31],56.5872,-5.02435,PA39 4,
924,GLEN ETIVE NO 2,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1966-01-01],[1972-12-31],56.5827,-5.02399,PA39 4,DR DT DW HW
13959,GLEN ETIVE: POST OFFICE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1993-01-01],[1999-07-01],56.5694,-5.05224,PA39 4,
13826,GLENFYNE LODGE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1948-01-01],[2009-02-01],56.2985,-4.87603,PA26 8,
13867,GLEN KERRAN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1972-01-01],[1996-06-30],55.3702,-5.57811,PA28 6,
19258,GLEN KERRAN NO2,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1997-09-01],[2002-10-01],55.3757,-5.61229,PA28 6,
13951,GLEN KINGLASS LODGE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1959-01-01],[1961-12-31],56.4992,-4.9832,PA35 1,
13931,GLENLOCHY CROSSING,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1955-01-01],[1998-02-01],56.4236,-4.83128,PA33 1,
13949,GLEN NOE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1959-01-01],[1971-12-31],56.4592,-5.1473,PA35 1,
61828,GLEN STRAE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[2014-01-01],[Current],56.4253,-5.00023,PA33 1,
13797,GLEN TARSAN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1948-01-01],[1959-12-31],56.0038,-5.09571,PA23 8,
13798,GLEN TARSAN NO 2,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1959-01-01],[Current],56.0025,-5.0963,PA23 8,
61825,HAZELWOOD COTTAGE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[2014-01-01],[2014-01-01],56.274,-5.48605,PA34,
13834,INVERARAY CASTLE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1860-01-01],[1967-12-31],56.2424,-5.08266,PA32 8,
13835,INVERARAY CASTLE NO 2,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1967-01-01],[Current],56.2371,-5.07633,PA32 8,
13944,INVERAWE HOUSE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1960-01-01],[1964-12-31],56.4351,-5.21022,PA35 1,
13945,INVERAWE POWER STATION,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1964-01-01],[1972-12-31],56.4403,-5.21877,PA35 1,
13946,INVERAWE POWER STATION NO 2,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1972-01-01],[Current],56.4408,-5.21572,PA35 1,
923,INVERINAN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1944-01-01],[1989-12-31],56.3085,-5.23679,PA35 1,DR DT DW HW
55831,INVERINAN BEG,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[2005-06-14],[2018-12-31],56.3079,-5.23832,PA35 1,DR DT DW HW
919,INVERINAN MOR,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1989-01-01],[2005-06-13],56.3057,-5.24302,PA35 1,DR DT DW HW
13927,INVERORAN HOTEL,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1959-01-01],[1984-12-31],56.532,-4.80846,PA36 4,
56494,IONA: BAILE MOR,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1910-01-01],[1914-01-01],56.3304,-6.39444,PA76 6,
14149,IONA: CNOCMOR,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1946-01-01],[1969-12-31],56.3303,-6.39767,PA76 6,
14148,IONA: CNOCORAN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1969-01-01],[1995-04-30],56.3264,-6.40693,PA76 6,
16705,IONA: ST COLUMBIA HOTEL,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1995-06-01],[1997-12-31],56.3322,-6.39465,PA76 6,
25006,IONA: TORRAN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1998-01-01],[Current],56.3249,-6.39794,PA76,
13880,ISLAY: AORADH,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1994-01-01],[1997-05-22],55.821,-6.35112,PA44 7,
19269,ISLAY AORADH NO 2,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1997-05-25],[2003-09-01],55.8255,-6.35003,PA44 7,
56498,ISLAY: ARDBEG,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1910-01-01],[1914-01-01],55.6412,-6.11166,PA42 7,
13878,ISLAY: EALLABUS,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1866-01-01],[Current],55.7892,-6.24957,PA44 7,
13881,ISLAY: GRAINEL,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1990-01-01],[1994-12-31],55.8172,-6.35709,PA44 7,
13879,ISLAY: LOCHINDAAL LIGHTHOUSE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1870-01-01],[1976-12-31],55.7447,-6.37132,PA48 7,
13877,ISLAY: MCARTHURS HEAD LIGHTHOUSE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1862-01-01],[1969-12-31],55.764,-6.04482,PA48,
23417,ISLAY: PORT ELLEN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1968-01-01],[Current],55.6813,-6.24866,PA42 7,DR DT DW HR HW MW RA ST
13886,JURA: ARDFIN,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1890-01-01],[1963-12-31],55.8001,-6.01344,PA60 7,
13882,JURA: ARDLUSSA,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1933-01-01],[1977-12-31],56.0263,-5.77032,PA60 7,
23458,JURA : BEINN AN OIR,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1998-02-01],[Current],55.9029,-6.02419,PA60 7,
18956,JURA: INVER LODGE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1996-06-01],[Current],55.8682,-6.088,PA,
56022,JURA: KEILS,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[2005-10-01],[2007-01-01],55.8466,-5.95222,PA60 7,
30470,JURA: LEALT,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[2000-01-01],[Current],56.0538,-5.75411,PA60 7,
13884,JURA: STRONE,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1981-01-01],[1984-12-31],55.8083,-5.98235,PA60 7,
13883,JURA: TARBERT,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1935-01-01],[1972-12-31],55.9742,-5.82938,PA60 7,
13811,KAMES,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[1986-01-01],[1991-12-31],55.8911,-5.24512,PA21 2,
55543,KAMES: HIGHFIELD,ARGYLL (IN STRATHCLYDE REGION),COUNTY,[2004-03-16],[Current],55.8915,-5.24088,PA21,
